ticket_id,spec_path,spec_clause,code_path,test_path,status,notes
CAT-019,24_Catalog_Model_and_Virtual_Overlays/CATALOG_ENUMS.md,transport/auth_method/transaction_state enum compatibility in persisted runtime catalogs,include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_runtime_context_extension_contract.cpp,implemented,Added canonical runtime enums and public catalog info structures for low-capability deterministic implementation.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SECURITY.md,security extension catalogs auth_mapping/role_setting/security_label/security_class require deterministic CRUD contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_security_extension_contract.cpp,implemented,Added strict upsert/get/list/delete contracts with uniqueness and enum validation.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SECURITY.md,PKI catalogs cert_registry/private_key_store/trust_anchor/channel_cert_binding/cert_revocation require deterministic validation and lifecycle state handling,src/core/catalog_manager.cpp,tests/unit/test_catalog_security_extension_contract.cpp,implemented,Added full PKI table record contracts and CRUD APIs with temporal and uniqueness invariants.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SECURITY.md,PKI distribution and trust anchor rollover catalogs require deterministic quorum/state processing contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_security_extension_contract.cpp,implemented,Added pki_distribution_state and trust_anchor_rollover CRUD contracts including retry and quorum invariants.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SECURITY.md,encryption catalogs encryption_profile/encryption_key/encryption_key_shard/encryption_bootstrap_info must enforce key lifecycle and unlock policy constraints,src/core/catalog_manager.cpp,tests/unit/test_catalog_security_extension_contract.cpp,implemented,Extended CAT-020 test coverage across key/profile/shard/bootstrap contracts and negative cases.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-020 root slot allocation with bootstrap and backfill for all security extension and PKI/crypto families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill wiring and verified non-zero valid heap page allocation for CAT-020 families.
CAT-020,24_Catalog_Model_and_Virtual_Overlays/CATALOG_ENUMS.md,security and PKI enum domains must reject unknown values and treat on-disk invalid enum bytes as corruption,include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_security_extension_contract.cpp,implemented,Added CAT-020 enum validation helpers plus page-corruption checks in get APIs.
CAT-021,24_Catalog_Model_and_Virtual_Overlays/SHARDING_CATALOG_SCHEMA.md,cluster node catalogs node/node_role_binding/node_service/node_capability require persisted canonical table pages,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp;tests/unit/test_catalog_cluster_clock_extension_contract.cpp,implemented,Implemented root/bootstrap/backfill page wiring and deterministic node-family CRUD contracts with uniqueness and dependent-reference checks.
CAT-021,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_CLOCK_SLO_AND_AUTOSCALE.md,clock catalogs clock_policy/clock_source/sys.node.clock_state/clock_violation_event require persisted canonical table pages and deterministic contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_cluster_clock_extension_contract.cpp,implemented,Implemented full clock-family CRUD with uniqueness enum validation and time-order constraints; enforced policy/node existence for dependent rows.
CAT-021,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-021 table families must be present as on-disk catalogs with deterministic root mapping,include/scratchbird/core/catalog_manager.h;src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added CAT-021 page slots/accessors and root read/write persistence mappings with bootstrap validation.
CAT-022,24_Catalog_Model_and_Virtual_Overlays/SHARDING_CATALOG_SCHEMA.md,cluster/shard catalog families must be persisted with deterministic contracts and dependency checks,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_sharding_extension_contract.cpp,implemented,Implemented CAT-022 enums/structures/page slots and strict CRUD validation for cluster/shard policy/shard key/shard scope/range/replica/migration/zone families.
CAT-022,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-022 table families must exist as on-disk canonical catalogs and be mapped in root,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write fields and bootstrap/backfill allocations for all CAT-022 pages and bootstrap test coverage.
CAT-022,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,foreign-key style catalog dependency validation must be deterministic and fail closed,src/core/catalog_manager.cpp,tests/unit/test_catalog_sharding_extension_contract.cpp,implemented,Added deterministic NOT_FOUND handling and contextual referential checks for shard/object/shard_key references in shard scope and related sharding upserts.
CAT-023,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,routing and admission catalogs workload_class/workload_route/admission_policy/admission_binding must be persisted with deterministic constraints,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_routing_admission_extension_contract.cpp,implemented,Implemented full CRUD and validation contracts for routing/admission families with uniqueness and reference checks.
CAT-023,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-023 routing/admission/slo/autoscale catalogs must be present as on-disk catalogs with root mapping,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added page slots/accessors/bootstrap allocation/backfill/root read-write for routing/admission plus SLO/autoscale/admission-tuning catalog pages.
CAT-023,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_CLOCK_SLO_AND_AUTOSCALE.md,slo_profile/slo_binding/slo_window/slo_burn_event/autoscale_policy/autoscale_action/admission_tuning_event required in CAT-023,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_routing_admission_extension_contract.cpp,implemented,Validated deterministic CRUD contracts and rejection paths for all SLO/autoscale/admission-tuning families with focused end-to-end contract tests.
CAT-024,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,cluster_policy and failure_detector catalogs must be persisted with deterministic constraints and cluster references,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_incident_healing_alert_extension_contract.cpp,implemented,Implemented cluster policy/failure detector enums records page wiring CRUD and duplicate/reference checks.
CAT-024,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,alerting catalogs alert_rule/alert_target/alert_route/alert_event/alert_ack/alert_silence must support deterministic contracts and state transitions,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_incident_healing_alert_extension_contract.cpp,implemented,Implemented alert family CRUD with one-of condition contract, severity bounds, dependency checks, and TOAST-backed payload fields.
CAT-024,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,network partition and healing catalogs must persist partition state/membership and healing policy/action/run/step execution records,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_incident_healing_alert_extension_contract.cpp,implemented,Implemented network_partition_event/member and healing_policy/action/action_param/run/step catalogs with deterministic uniqueness, dependency, and typed-parameter validation.
CAT-024,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-024 table families must be mapped into canonical on-disk root/bootstrap/backfill lifecycle,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added catalog root fields/accessors/private page IDs and bootstrap+backfill materialization for all CAT-024 tables with heap-page assertions.
CAT-024,24_Catalog_Model_and_Virtual_Overlays/CATALOG_ENUMS.md,alert/healing/partition/failure-detector enums must be represented as deterministic engine-side catalog enums,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_incident_healing_alert_extension_contract.cpp,implemented,Added canonical enum types and strict enum validation paths in CRUD contracts.
CAT-025,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-025 scheduler tables job_type/job_type_param/job_param/job_schedule/job_type_policy must be persisted on-disk with canonical root-slot lifecycle,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added CatalogRoot fields read/write mappings bootstrap allocations load-time backfill and page accessors for all CAT-025 tables.
CAT-025,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,job_type registry must enforce deterministic identity naming and typed defaults,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_scheduler_extension_contract.cpp,implemented,Implemented job_type CRUD with enum validation unique name constraints timeout retry priority defaults and TOAST-backed description support.
CAT-025,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,job_type_param and job_param must enforce typed parameter contracts and uniqueness per owner scope,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_scheduler_extension_contract.cpp,implemented,Implemented type-param and job-param CRUD with referential checks typed enum validation and unique (job_type_id,param_key) and (job_id,param_key) contracts.
CAT-025,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,job_schedule must enforce schedule-kind shape constraints for EVERY CRON and AT semantics,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_scheduler_extension_contract.cpp,implemented,Implemented schedule CRUD with strict one-of shape checks for interval and cron fields by schedule kind.
CAT-025,24_Catalog_Model_and_Virtual_Overlays/CLUSTER_OPERATIONS_CATALOG_SCHEMA.md,job_type_policy must provide deterministic per-type concurrency policy with one-row-per-job-type uniqueness,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_scheduler_extension_contract.cpp,implemented,Implemented policy CRUD with job_type existence checks and unique policy-per-job-type enforcement.
CAT-026,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_REMOTE_ENGINE_CONNECTOR.md,Remote connector families must be persisted with canonical on-disk tables and deterministic identity keys,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,All CAT-026 page ids are root-mapped and physically allocated/backfilled.
CAT-026,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_REMOTE_ENGINE_CONNECTOR.md,All CAT-026 table families must be physically bootstrapped and heap-backed,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Bootstrap test validates all CAT-026 pages are present and PAGE_TYPE_HEAP.
CAT-026,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_REMOTE_ENGINE_CONNECTOR.md,CAT-026 CRUD contracts must enforce deterministic uniqueness and referential constraints,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_remote_connector_extension_contract.cpp,implemented,Implemented deterministic upsert/get/list/delete with enum validation and cross-catalog reference checks across all 11 CAT-026 families.
CAT-027,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_REPLICATION_RUNTIME_AND_CONFLICT_RESOLUTION.md,All CAT-027 families must be physically rooted and heap-backed,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root slot mapping plus initialize/backfill wiring for all replication runtime/conflict pages.
CAT-027,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_REPLICATION_RUNTIME_AND_CONFLICT_RESOLUTION.md,CAT-027 tables require deterministic constraints and referential checks,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_replication_runtime_conflict_extension_contract.cpp,implemented,Implemented deterministic upsert/get/list/delete contracts across all 11 CAT-027 families with enum and temporal validation.
CAT-027,24_Catalog_Model_and_Virtual_Overlays/CATALOG_ENUMS.md,Replication enum labels and values are canonical and must be enforced,src/core/catalog_manager.cpp;include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_replication_runtime_conflict_extension_contract.cpp,implemented,Added CAT-027 enum definitions and validation helpers matching canonical values from CATALOG_ENUMS.
CAT-028,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SB_EXTENSION_PUBLICATION_SUBSCRIPTION.md,Root slot + bootstrap/backfill for extension/publication/subscription,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesExtensionPublicationSubscriptionCatalogFamilyPages,implemented,Validated page IDs and heap-page contracts.
CAT-028,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SB_EXTENSION_PUBLICATION_SUBSCRIPTION.md,Deterministic CRUD + uniqueness/enum contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_extension_publication_subscription_contract.cpp::CatalogExtensionPublicationSubscriptionContractTest.Cat028CatalogContracts,implemented,Focused gate passed in targeted run.
CAT-029,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SB_CLUSTER_FABRIC.md,Root slot mapping + backfill for all cluster_fabric pages,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesClusterFabricCatalogFamilyPages,implemented,Read/write root + backfill paths now include all 7 CAT-029 tables.
CAT-029,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SB_CLUSTER_FABRIC.md,Deterministic CRUD + referential/enum contracts for CAT-029 families,src/core/catalog_manager.cpp,tests/unit/test_catalog_cluster_fabric_extension_contract.cpp::CatalogClusterFabricExtensionContractTest.ClusterFabricCatalogContracts,implemented,Includes mode-version CAS, terminal-state timing checks, PASSTHROUGH SBLR requirement, chunk invariants.
CAT-029,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-029 test contract clauses 48-52,src/core/catalog_manager.cpp,tests/unit/test_catalog_cluster_fabric_extension_contract.cpp::CatalogClusterFabricExtensionContractTest.ClusterFabricCatalogContracts,implemented,Contract gate passes in focused suite.
CAT-030,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/OLAP_CUBE_CATALOG_SCHEMA.md,Root slot mapping + backfill for all OLAP/cube pages,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesOlapCubeCatalogFamilyPages,implemented,Read/write root + backfill now include all CAT-030 tables.
CAT-030,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/OLAP_CUBE_CATALOG_SCHEMA.md,Deterministic CRUD and invariants for OLAP/cube families,src/core/catalog_manager.cpp,tests/unit/test_catalog_olap_cube_extension_contract.cpp::CatalogOlapCubeExtensionContractTest.OlapCubeCatalogContracts,implemented,Includes uniqueness, referential checks, enum validation, and terminal-state timing constraints.
CAT-030,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-030 test contract clauses,src/core/catalog_manager.cpp,tests/unit/test_catalog_olap_cube_extension_contract.cpp::CatalogOlapCubeExtensionContractTest.OlapCubeCatalogContracts,implemented,Focused gate passes with bootstrap and regression anchors.
CAT-031,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_TEXT_SEARCH.md,Root slot mapping + bootstrap/backfill for text-search pages,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesTextSearchCatalogFamilyPages,implemented,Read/write root + load backfill now include all CAT-031 tables.
CAT-031,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_TEXT_SEARCH.md,Deterministic CRUD and constraints for ts_parser/ts_template/ts_dictionary/ts_config/ts_config_map,src/core/catalog_manager.cpp,tests/unit/test_catalog_text_search_extension_contract.cpp::CatalogTextSearchExtensionContractTest.TextSearchCatalogContracts,implemented,Includes uniqueness, referential checks, and TOAST-backed payload/list contracts.
CAT-031,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-031 test contract clauses,src/core/catalog_manager.cpp,tests/unit/test_catalog_text_search_extension_contract.cpp::CatalogTextSearchExtensionContractTest.TextSearchCatalogContracts,implemented,Focused gate passes with CAT-030 regression anchors.
CAT-032,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_ENGINE_SPECIFIC.md,Root slot mapping + bootstrap/backfill for engine-specific catalogs,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesEngineSpecificCompatibilityCatalogFamilyPages,implemented,Read/write root + initialize/load backfill include blob_filter/trigger_message/column_drop_history.
CAT-032,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_ENGINE_SPECIFIC.md,Deterministic CRUD and constraints for engine-specific compatibility families,src/core/catalog_manager.cpp,tests/unit/test_catalog_engine_specific_extension_contract.cpp::CatalogEngineSpecificExtensionContractTest.EngineSpecificCatalogContracts,implemented,Enforces unique keys and required foreign references for all CAT-032 tables.
CAT-032,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-032 test contract clauses,src/core/catalog_manager.cpp,tests/unit/test_catalog_engine_specific_extension_contract.cpp::CatalogEngineSpecificExtensionContractTest.EngineSpecificCatalogContracts,implemented,Focused CAT-032 gate passes with CAT-031 regression anchors.
CAT-033,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SBLR_EXECUTION_ARTIFACTS.md,Root slot mapping + bootstrap/backfill for SBLR artifact catalogs,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp::CatalogDatabaseBootstrapTest.CreatesSblrExecutionArtifactCatalogFamilyPages,implemented,Read/write root and initialize/load backfill include all eight CAT-033 SBLR artifact families.
CAT-033,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_SBLR_EXECUTION_ARTIFACTS.md,Deterministic CRUD and constraints for SBLR execution artifact families,src/core/catalog_manager.cpp,tests/unit/test_catalog_sblr_artifact_extension_contract.cpp::CatalogSblrArtifactExtensionContractTest.SblrArtifactCatalogContracts,implemented,Enforces uniqueness keys reference contracts enum/state validity and module/plan consistency constraints.
CAT-033,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-033 test contract clauses,src/core/catalog_manager.cpp,tests/unit/test_catalog_sblr_artifact_extension_contract.cpp::CatalogSblrArtifactExtensionContractTest.SblrArtifactCatalogContracts,implemented,Focused CAT-033 gate passes with CAT-032 regression anchors.
CAT-034,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_SCHEMA_BRANCH_ASSIGNMENT.md,Canonical virtual overlays must be read-only and sourced from canonical physical catalogs only,src/catalog/sys_catalog.cpp,tests/unit/test_catalog_virtual_overlay_conformance_contract.cpp::CatalogVirtualOverlayConformanceContractTest.VirtualOverlayConformance,implemented,Added overlay table definitions and deterministic query handlers for migration/replication/shard/plugin/prepared-statement status surfaces.
CAT-034,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,Overlay surfaces for remote migration and replication visibility,src/catalog/sys_catalog.cpp,tests/unit/test_catalog_virtual_overlay_conformance_contract.cpp::CatalogVirtualOverlayConformanceContractTest.VirtualOverlayConformance,implemented,Registered and mapped migration_status migration_audit_summary replication_channel_status replication_conflict_queue replication_cursor_status.
CAT-034,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,Overlay surfaces for shard runtime and extension visibility,src/catalog/sys_catalog.cpp,tests/unit/test_catalog_virtual_overlay_conformance_contract.cpp::CatalogVirtualOverlayConformanceContractTest.VirtualOverlayConformance,implemented,Registered and mapped shard_status shard_migrations plugin prepared_statement.
CAT-034,docs/specifications/24_Catalog_Model_and_Virtual_Overlays/TEST_CONTRACT.md,CAT-034 conformance gate for canonical overlays and compatibility views,src/catalog/sys_catalog.cpp,tests/unit/test_catalog_virtual_overlay_conformance_contract.cpp::CatalogVirtualOverlayConformanceContractTest.VirtualOverlayConformance,implemented,Focused CAT-034 conformance test plus CAT-GATE-06 bundle run passed.
